Name,Image Path,Type 1,Type 2,Description
Tranquill,pokemon_images/Tranquill.jpg,Normal,Flying,"A stylized cartoon bird with a black and white feather pattern, pink eye markings, and yellow beak, standing on two pink legs with wings spread open. The character has a confident posture, with a unique head shape and a tail showing multiple feather patterns."
Trapinch,pokemon_images/Trapinch.jpg,Ground,,"""An adorable, cartoonish creature with a round, cracked dome-shaped head and small, stubby legs. The head is a soft orange color, while the body has a simple white outline. Its large, starry eye adds to its charming appearance, exuding a playful and whimsical vibe."""
Treecko,pokemon_images/Treecko.jpg,Grass,,"""Cartoon-style green Pokemon character with large yellow eyes, a wide smile, and a playful stance, featuring a long tail and leaf-like appendage."""
Trevenant,pokemon_images/Trevenant.jpg,Ghost,Grass,"“An animated character resembling a tree Pokémon with a twisted wooden body, green foliage on its limbs, and menacing red eyes, standing in a powerful pose.”"
Tropius,pokemon_images/Tropius.jpg,Grass,Flying,"A vibrant, cartoonish character resembling a dinosaur, with a long neck and large, green, leaf-like appendages, alongside a yellow flower. The character has a friendly expression and is set against a simple, white background, emphasizing its colorful design."
Trubbish,pokemon_images/Trubbish.jpg,Poison,,"""Cartoon character resembling a small, round creature with a cracked, green body, large white eyes, and leaf-like appendages on top, accompanied by brown, leaf-like structures on the sides."""
Trumbeak,pokemon_images/Trumbeak.jpg,Normal,Flying,"""Cartoon-style bird character with a long beak, striking blue eyes, and a mix of black, white, and orange feathers, posing in an expressive manner."""
Tsareena,pokemon_images/Tsareena.jpg,Grass,,"""An anthropomorphic character with a stylized, floral design, featuring long green hair resembling leaves and a pink bodice. Its expression is calm yet composed, with striking red eyes and intricate details resembling petals. The character has an elegant pose, embodying a mystical and serene presence."""
Turtonator,pokemon_images/Turtonator.jpg,Fire,Dragon,"""Colorful turtle Pokémon with a large spiky shell, featuring red, yellow, and black geometric patterns, looking determined and standing in a dynamic pose."""
Turtwig,pokemon_images/Turtwig.jpg,Grass,,"Cute green turtle-like creature with a small plant sprouting from its head, large round eyes, and a brown shell, reminiscent of a Pokémon character."
Tympole,pokemon_images/Tympole.jpg,Water,,"Cute, round character with a light beige face, expressive eyes, and a cheerful smile, wearing black headphones with blue accents, floating with two blue fins."
Tynamo,pokemon_images/Tynamo.jpg,Electric,,"Whimsical cartoon fish character with a shiny, translucent body, large expressive eyes, and a playful, dynamic pose, featuring a wavy tail and a distinctive yellow zigzag pattern along its side."
Type: Null,pokemon_images/Type: Null.jpg,Normal,,"""A mythical creature with a mix of horse and dragon features, adorned with a large, helmet-like headpiece and a spiky, vibrant body. Its limbs are segmented with fins and claws, and its color palette includes dark tones with green and purple accents, showcasing an intricately designed armor-like structure."""
Typhlosion,pokemon_images/Typhlosion.jpg,Fire,,"""A dynamic and fiery cartoon character resembling a large, bipedal creature with a yellow body, blue and black accents, and vibrant flames erupting from its back, expressing intense emotion with its mouth wide open in a roar, set against a simple background."""
Tyranitar,pokemon_images/Tyranitar.jpg,Rock,Dark,"A large, green dinosaur-like creature with spiky armor and a muscular build, roaring confidently. Its body features a mix of shades, with a prominent blue underside and darker accents, showcasing a fierce and powerful presence."
Tyrantrum,pokemon_images/Tyrantrum.jpg,Rock,Dragon,"A fierce dragon-like creature with red scales, sharp teeth, and white spikes along its back; it has a powerful stance and an expressive face, embodying strength and intensity."
Tyrogue,pokemon_images/Tyrogue.jpg,Fighting,,"A small, pink Pokémon with a round head and prominent ears, characterized by its focused expression, brown thigh-length pants, and rounded brown shoes, posing in an action-ready stance with outstretched arms."
Tyrunt,pokemon_images/Tyrunt.jpg,Rock,Dragon,"A playful dinosaur-like creature with brown scales, sharp teeth, and distinct orange horns on its head, crouching forward with an eager expression. Its body is stout and muscular, with a white underbelly and spiky features along its back."
Umbreon,pokemon_images/Umbreon.jpg,Dark,,"""Dark-type Pokémon resembling a sleek black fox with yellow rings on its ears and tail, standing in a relaxed pose with bright red eyes."""
Unfezant,pokemon_images/Unfezant.jpg,Normal,Flying,"A stylized illustration of two bird-like Pokémon, with distinctive features: the left one has a dark gray body with a brown belly and sharp yellow eyes, while the right one has a similar body but with a vibrant green belly and flowing pink crests on its head. Both have intricate feather patterns and stand confidently, showcasing dynamic poses. The background is simple to highlight the characters."
Unown,pokemon_images/Unown.jpg,Psychic,,"A whimsical, cartoonish character with a large white eye and a small blue pupil, featuring a simplistic black body structure resembling a stick figure, one arm raised, and a playful stance. The character has a rounded head and an abstract, minimalist design, conveying a sense of curiosity and friendliness."
Ursaluna,pokemon_images/Ursaluna.jpg,Ground,Normal,"A small, cartoonish bear-like creature with a muscular body, brown fur, and a distinctive yellow marking on its forehead. It has sharp claws, a fierce expression, and a spiny back. The creature appears to be in a crouching position, ready to pounce, showcasing its playful yet intimidating demeanor."
Ursaring,pokemon_images/Ursaring.jpg,Normal,,"A powerful and sturdy bear-like creature with brown fur, a round yellow emblem on its chest, and sharp claws. Its expression is serious, giving off a strong and fierce demeanor. The character stands upright, showcasing its muscular build."
Urshifu,pokemon_images/urshifu-single-strike.jpg,Fighting,Dark,"""An anthropomorphic bird-like creature with a muscular build, striking a confident pose. It features a predominantly black body with white and yellow accents, particularly on its beak and claws. Its head showcases a crest of feathers, while long flowing elements resemble a scarf. The character exudes a sense of strength and determination, set against a simple white background."""
Uxie,pokemon_images/Uxie.jpg,Psychic,,"“An ethereal, blue, humanoid creature with a golden, flowing head, featuring a red gem on its forehead and two long, ribbon-like tails that end in leaf-like shapes. It has closed eyes and a serene expression, exuding a sense of calm and wisdom.”"
Vanillish,pokemon_images/Vanillish.jpg,Ice,,"""An adorable, cartoonish ice cream character with a blue and white color scheme, featuring a smiling face, crystal-like structures, and fluffy clouds surrounding it. The character resembles a scoop of ice cream topped with icy decorations."""
Vanillite,pokemon_images/Vanillite.jpg,Ice,,"A cute, frosty Pokémon character with a swirling white ice cream-like body, sparkling blue eyes, and diamond-shaped accents, surrounded by soft, fluffy clouds, conveying a whimsical and cheerful atmosphere."
Vanilluxe,pokemon_images/Vanilluxe.jpg,Ice,,"A cartoonish, playful creature with two smiling faces, topped with fluffy white clouds and decorated with sparkling ice crystals, floating in a whimsical manner against a light blue background."
Vaporeon,pokemon_images/Vaporeon.jpg,Water,,"A cute, blue, aquatic Pokémon with large fins, a spiky dorsal fin, and a frilled collar around its neck, sitting playfully with a happy expression."
Varoom,pokemon_images/Varoom.jpg,Steel,Poison,"A whimsical, cartoonish creature resembling a mix between an octopus and a toy, featuring a rock-like body with a gray and purple color scheme, large expressive eyes, and a striped, mechanical top resembling a cylinder. The creature has a playful and curious appearance, combining organic and mechanical elements."
Veluza,pokemon_images/Veluza.jpg,Water,Psychic,"""A futuristic, robotic shark character with a sleek gray body, sharp pink fins, and menacing teeth, set against a simple background."""
Venipede,pokemon_images/Venipede.jpg,Bug,Poison,"A colorful bug-like creature with a large, rounded body primarily in shades of red and green, featuring black markings, prominent yellow eyes, and spiky appendages. It has a segmented appearance with multiple legs and an oval shape, resembling an insect or larva."
Venomoth,pokemon_images/Venomoth.jpg,Bug,Poison,"""Cartoon-style butterfly with large, expressive eyes and a whimsical design, featuring purple and gray wings, smiling mouth, and pointed antennae, set against a simple background."""
Venonat,pokemon_images/Venonat.jpg,Bug,Poison,"""Fuzzy purple creature with large pink eyes and long antennae, resembling a bug, small fuzzy body, and clawed feet, cartoon style"""
Venusaur,pokemon_images/Venusaur.jpg,Grass,Poison,"A green, dinosaur-like creature with a large, pink flower on its back and several large leaves, resembling a blend of plant and reptile traits. The creature has a fierce expression, showcasing sharp teeth and red eyes, with a sturdy, muscular body positioned on four legs."
Vespiquen,pokemon_images/Vespiquen.jpg,Bug,Flying,"A large, cartoonish bee-like character with a hexagonal body, yellow and black striped colors, large wings, and red eyes. The character has a helmet-like head with a red crest and a segmented thorax that transitions into a wide, hexagon-patterned abdomen. The wings are transparent and are positioned above the body, giving it a dynamic, animated appearance."
